file,count
scripts/work-queue/verify-gate-evidence.py,732
scripts/work-queue/generate-html-review.py,249
scripts/work-queue/exit_stage.py,137
scripts/work-queue/start_stage.py,135
.claude/skills/workspace-hub/work-queue-workflow/SKILL.md,120
/home/vamsee/.claude/projects/-mnt-local-analysis-workspace-hub/memory/MEMORY.md,115
scripts/work-queue/close-item.sh,94
scripts/work-queue/whats-next.sh,70
.claude/skills/coordination/workspace/work-queue/SKILL.md,66
scripts/work-queue/archive-item.sh,61
scripts/work-queue/claim-item.sh,60
scripts/quality/check-all.sh,47
scripts/data/doc_intelligence/schema.py,47
.claude/skills/development/skill-eval/scripts/eval-skills.py,45
scripts/review/cross-review.sh,43
scripts/work-queue/verify_checklist.py,43
scripts/work-queue/stages/stage-01-capture.yaml,42
scripts/review/submit-to-codex.sh,41
scripts/knowledge/update-github-issue.py,41
.claude/settings.json,39
.claude/skills/workspace-hub/workflow-gatepass/SKILL.md,37
scripts/cron/comprehensive-learning-nightly.sh,35
scripts/work-queue/stages/stage-05-user-review-plan-draft.yaml,35
assetutilities/src/assetutilities/common/data.py,34
.claude/work-queue/scripts/generate-index.py,33
.claude/hooks/enforce-active-stage.sh,33
scripts/learning/comprehensive-learning.sh,32
scripts/work-queue/stage_exit_checks.py,32
.claude/skills/workspace-hub/comprehensive-learning/SKILL.md,30
.claude/skills/workspace-hub/session-start/SKILL.md,30
tests/unit/test_generate_html_review.py,30
scripts/work-queue/stages/stage-10-work-execution.yaml,29
knowledge/seeds/naval-architecture-resources.yaml,29
scripts/work-queue/stages/stage-07-user-review-plan-final.yaml,28
.claude/skills/workspace-hub/workflow-html/SKILL.md,27
scripts/work-queue/gate_checks_extra.py,27
scripts/data/document-index/config.yaml,27
.claude/skills/engineering/doc-extraction/SKILL.md,26
scripts/agents/work.sh,25
.gitignore,24
scripts/analysis/comprehensive_learning_pipeline.py,24
scripts/data/doc-intelligence/extract-document.py,24
scripts/reporting/generate-calc-report.py,24
.claude/work-queue/pending/WRK-5082.md,24
scripts/data/naval-architecture/download-naval-arch-docs.sh,23
scripts/data/document-index/phase-b-extract.py,23
scripts/data/doc_intelligence/orchestrator.py,23
scripts/data/doc_intelligence/deep_extract.py,23
assetutilities/pyproject.toml,22
digitalmodel/pyproject.toml,22
scripts/hooks/pre-push.sh,22
scripts/work-queue/next-id.sh,22
.claude/work-queue/state.yaml,22
scripts/data/document-index/phase-a-index.py,22
config/work-queue/chunk-sizing.yaml,22
AGENTS.md,21
scripts/work-queue/stages/stage-06-cross-review.yaml,21
scripts/data/doc_intelligence/index_builder.py,21
.claude/skills/data/calculation-report/SKILL.md,21
.claude/hooks/enforce-human-gate.sh,21
scripts/work-queue/stages/stage-04-plan-draft.yaml,20
scripts/reporting/calc_report_html.py,20
config/reporting/calculation-report-schema.yaml,20
scripts/data/document-index/phase-b-claude-worker.py,20
scripts/analysis/session-analysis.sh,19
.claude/skills/workspace-hub/resource-intelligence/SKILL.md,19
.claude/work-queue/assets/WRK-1028/WRK-1028-lifecycle.html,19
tests/quality/test_check_all.sh,19
scripts/work-queue/new-feature.sh,19
CLAUDE.md,18
scripts/review/submit-to-claude.sh,18
digitalmodel/src/digitalmodel/cathodic_protection/__init__.py,18
.claude/work-queue/process.md,18
scripts/work-queue/stages/stage-17-user-review-implementation.yaml,18
scripts/testing/run-all-tests.sh,18
scripts/lib/download-helpers.sh,18
/tmp/tmp.4XN7Wckbxl/review-content.md,18
.claude/skills/data/dark-intelligence-workflow/SKILL.md,18
scripts/data/doc-intelligence/build-doc-intelligence.py,17
teamresumes/cv/gp/custom/Geeta_CV_Recommendations.md,17
scripts/data/doc-intelligence/deep-extract.py,17
.claude/work-queue/pending/WRK-1323.md,17
scripts/work-queue/run_hooks.py,17
scripts/review/submit-to-gemini.sh,16
scripts/cron/setup-cron.sh,16
scripts/work-queue/stages/stage-02-resource-intelligence.yaml,16
.claude/skills/workspace-hub/stages/stage-01-capture.md,16
scripts/work-queue/tests/test_gate_verifier_hardening.py,16
scripts/cron/crontab-template.sh,16
digitalmodel/src/digitalmodel/cathodic_protection/dnv_rp_b401.py,16
scripts/work-queue/is-human-gate.sh,16
scripts/data/document-index/assess-deep-extraction-yield.py,16
scripts/work-queue/wait-for-approval.sh,16
scripts/work-queue/checkpoint.sh,15
scripts/work-queue/stages/stage-13-agent-cross-review.yaml,15
scripts/work-queue/stage_dispatch.py,15
