file,count
/home/vamsee/.claude/projects/-mnt-local-analysis-workspace-hub/memory/MEMORY.md,130
scripts/work-queue/generate-html-review.py,116
scripts/work-queue/whats-next.sh,89
.claude/skills/workspace-hub/work-queue-workflow/SKILL.md,67
assetutilities/src/assetutilities/common/data.py,61
specs/wrk/WRK-658/plan.md,61
scripts/work-queue/verify-gate-evidence.py,58
scripts/work-queue/start_stage.py,57
scripts/work-queue/exit_stage.py,50
.claude/work-queue/assets/WRK-1028/plan-draft-review.html,47
.claude/skills/coordination/workspace/work-queue/SKILL.md,45
.claude/work-queue/assets/WRK-1028/WRK-1028-lifecycle.html,41
scripts/quality/check-all.sh,40
specs/wrk/WRK-1105/plan.md,38
specs/wrk/WRK-1035/plan.md,35
.claude/work-queue/pending/WRK-1006.md,33
.claude/skills/workspace-hub/workflow-html/SKILL.md,33
/mnt/workspace-hub/.claude/work-queue/assets/WRK-5082/geometry-dimensions-WRK-1360.md,33
.claude/skills/development/skill-eval/scripts/eval-skills.py,31
assetutilities/src/assetutilities/common/yml_utilities.py,30
.claude/work-queue/pending/WRK-5082.md,26
.claude/work-queue/assets/WRK-1244/plan.md,21
.claude/work-queue/pending/WRK-234.md,20
.claude/work-queue/pending/WRK-1001.md,19
.claude/skills/workspace-hub/workflow-gatepass/SKILL.md,19
scripts/review/cross-review.sh,19
scripts/work-queue/close-item.sh,19
teamresumes/cv/gp/custom/Geeta_CV_Recommendations.md,19
specs/wrk/WRK-1127/wrk-1127-feature-first-planning.md,19
scripts/operations/connection/vnc-dev-secondary.sh,18
.claude/settings.json,18
.claude/work-queue/assets/WRK-1036/stage-state.yaml,18
scripts/work-queue/archive-item.sh,18
scripts/work-queue/dep_graph.py,18
.claude/docs/roadmap-2026-h1.md,18
scripts/data/document-index/assess-deep-extraction-yield.py,18
scripts/work-queue/claim-item.sh,17
scripts/cron/comprehensive-learning-nightly.sh,17
docs/superpowers/plans/2026-03-13-stream-a-data-completeness.md,17
specs/modules/virtual-dancing-thimble.md,16
docs/superpowers/plans/2026-03-13-stream-b-calculation-coverage.md,16
specs/modules/wrk-1247-xlsx-formula-extraction-poc.md,16
scripts/review/submit-to-codex.sh,15
.gitignore,15
scripts/review/submit-to-claude.sh,15
.claude/work-queue/scripts/generate-index.py,15
scripts/work-queue/checkpoint.sh,15
.claude/work-queue/assets/WRK-1028/evidence/stage-evidence.yaml,15
.claude/work-queue/process.md,15
.claude/work-queue/assets/WRK-1047/evidence/stage-evidence.yaml,15
tests/work-queue/test-harness-readiness.sh,15
scripts/review/results/wrk-1066-phase-1-review-input.md,15
.claude/work-queue/assets/WRK-658/evidence/stage-evidence.yaml,15
scripts/analysis/session-analysis.sh,15
tests/work-queue/test-print-gate-passed.sh,15
.claude/skills/workspace-hub/session-start/SKILL.md,14
specs/wrk/WRK-1020/plan.md,14
scripts/readiness/nightly-readiness.sh,14
scripts/reporting/generate-calc-report.py,14
digitalmodel/.claude/quality-gates.yaml,14
/mnt/workspace-hub/digitalmodel/src/digitalmodel/solvers/calculix/fem_chain.py,14
scripts/knowledge/update-github-issue.py,14
scripts/review/submit-to-gemini.sh,13
tests/review/test-submit-scripts.sh,13
.claude/work-queue/pending/WRK-1009.md,13
scripts/learning/comprehensive-learning.sh,13
scripts/memory/compact-memory.py,13
scripts/quality/check_config_drift.py,13
.claude/work-queue/assets/WRK-1141/evidence/stage-evidence.yaml,13
digitalmodel/docs/domains/hydrodynamics/propeller-rudder-literature.md,13
scripts/data/doc_intelligence/naval_example_parsers.py,13
digitalmodel/tests/naval_architecture/test_holtrop_mennen.py,13
.claude/skills/workspace-hub/comprehensive-learning/SKILL.md,12
specs/wrk/WRK-1019/plan.md,12
.claude/work-queue/pending/WRK-1026.md,12
.claude/work-queue/pending/WRK-1035.md,12
.claude/work-queue/pending/WRK-1047.md,12
scripts/hooks/pre-push.sh,12
.claude/work-queue/working/WRK-1022.md,12
.claude/skills/engineering/doc-extraction/SKILL.md,12
.claude/skills/development/skill-eval/scripts/test_eval_skills.py,12
specs/modules/wrk-github-numbering-unification/plan.md,12
.claude/skills/workspace-hub/workstations/SKILL.md,11
scripts/work-queue/infer-category.py,11
.claude/work-queue/pending/WRK-1044.md,11
specs/wrk/WRK-1044/plan.md,11
scripts/work-queue/tests/test-claim-collision.sh,11
.claude/work-queue/assets/WRK-1115/evidence/stage-evidence.yaml,11
/mnt/local-analysis/achantas-data/taxes/2025/document-checklist.yaml,11
scripts/data/doc_intelligence/loop_collapse_generator.py,11
.claude/work-queue/pending/WRK-1015.md,10
.claude/work-queue/pending/WRK-1020.md,10
docs/plans/2026-03-09-wrk-1058-docs-quality-checks.md,10
.claude/work-queue/pending/WRK-1082.md,10
.claude/work-queue/assets/WRK-1058/evidence/stage-evidence.yaml,10
tests/quality/test_dep_health.sh,10
.claude/work-queue/assets/WRK-1097/evidence/stage-evidence.yaml,10
scripts/data/doc_intelligence/parsers/formula_xlsx.py,10
scripts/data/doc_intelligence/run_poc_extraction.py,10
scripts/skills/ecosystem-eval-report.sh,10
scripts/skills/split-oversized-skill.py,10
tests/work-queue/test_transition_hardening.py,10
scripts/work-queue/verify_checklist.py,10
tests/unit/test_generate_html_review.py,9
.claude/skills/_internal/builders/skill-creator/SKILL.md,9
.claude/work-queue/working/WRK-1029.md,9
scripts/agents/work.sh,9
scripts/testing/run-all-tests.sh,9
.claude/work-queue/pending/WRK-1071.md,9
scripts/cron/crontab-template.sh,9
.claude/work-queue/assets/WRK-1071/evidence/stage-evidence.yaml,9
specs/wrk/WRK-1010/plan.md,9
.claude/work-queue/state.yaml,9
.claude/work-queue/assets/WRK-1016/evidence/stage-evidence.yaml,9
.claude/work-queue/assets/WRK-1060/evidence/stage-evidence.yaml,9
scripts/work-queue/tests/test-wrk1131-process-integration.sh,9
.claude/work-queue/assets/WRK-1086/evidence/stage-evidence.yaml,9
scripts/data/naval-architecture/download-naval-arch-docs.sh,9
digitalmodel/tests/cathodic_protection/test_dnv_rp_b401_doc_verified.py,9
.claude/work-queue/pending/WRK-1155.md,9
.claude/work-queue/assets/WRK-1154/evidence/stage-evidence.yaml,9
.claude/work-queue/assets/WRK-1158/evidence/stage-evidence.yaml,9
scripts/data/doc_intelligence/schema.py,9
scripts/data/doc_intelligence/parsers/pdf.py,9
.claude/work-queue/assets/WRK-1159/evidence/stage-evidence.yaml,9
.claude/work-queue/assets/WRK-5038/evidence/execute.yaml,9
.claude/skills/data/office/xlsx-to-python/SKILL.md,9
scripts/data/document-index/enrich-readability.py,9
/mnt/workspace-hub/digitalmodel/tests/solvers/calculix/test_fem_chain.py,9
.claude/work-queue/assets/WRK-1247/evidence/stage-evidence.yaml,9
.claude/hooks/enforce-active-stage.sh,9
.claude/hooks/enforce-human-gate.sh,9
specs/wrk/WRK-1321/plan.md,9
.claude/work-queue/pending/WRK-687.md,8
CLAUDE.md,8
.claude/work-queue/pending/WRK-1016.md,8
.claude/skills/workspace-hub/checkpoint/SKILL.md,8
.claude/work-queue/assets/WRK-1029/WRK-1029-lifecycle.html,8
.claude/work-queue/assets/WRK-1031/WRK-1031-lifecycle.html,8
scripts/work-queue/tests/test_gate_verifier_hardening.py,8
.claude/work-queue/assets/WRK-1035/evidence/stage-evidence.yaml,8
scripts/work-queue/stage_exit_checks.py,8
.claude/work-queue/assets/WRK-1013/evidence/stage-evidence.yaml,8
.claude/work-queue/pending/WRK-1055.md,8
tests/quality/test_check_all.sh,8
.claude/work-queue/assets/WRK-1056/evidence/stage-evidence.yaml,8
.claude/work-queue/pending/WRK-1066.md,8
.claude/work-queue/pending/WRK-1070.md,8
.claude/work-queue/pending/WRK-1079.md,8
.claude/work-queue/assets/WRK-1074/evidence/stage-evidence.yaml,8
.claude/work-queue/pending/WRK-1085.md,8
assetutilities/src/assetutilities/common/file_management.py,8
.claude/work-queue/assets/WRK-1070/evidence/stage-evidence.yaml,8
.claude/work-queue/assets/WRK-1067/evidence/stage-evidence.yaml,8
.claude/work-queue/assets/WRK-1064/evidence/stage-evidence.yaml,8
.claude/work-queue/assets/WRK-1009/evidence/stage-evidence.yaml,8
.claude/work-queue/assets/WRK-1095/evidence/stage-evidence.yaml,8
scripts/work-queue/next-id.sh,8
.claude/work-queue/assets/WRK-1041/evidence/stage-evidence.yaml,8
.claude/work-queue/assets/WRK-1069/evidence/stage-evidence.yaml,8
.claude/work-queue/assets/WRK-1060/evidence/execute.yaml,8
scripts/work-queue/new-feature.sh,8
scripts/work-queue/validate-wrk-frontmatter.sh,8
scripts/automation/release_scan_wrk.py,8
.claude/work-queue/working/WRK-5036.md,8
.claude/work-queue/assets/WRK-1128/evidence/stage-evidence.yaml,8
scripts/cron/nightly-smoke-tests.sh,8
.claude/work-queue/pending/WRK-1200.md,8
.claude/work-queue/pending/WRK-5084.md,8
scripts/data/document-index/phase-b-claude-worker.py,8
/mnt/workspace-hub/digitalmodel/src/digitalmodel/solvers/calculix/inp_writer.py,8
/mnt/workspace-hub/.claude/skills/engineering/cad/freecad-automation/SKILL.md,8
digitalmodel/docs/domains/hydrodynamics/propeller-rudder-method-selection.md,8
.claude/work-queue/pending/WRK-1316.md,8
scripts/work-queue/run_hooks.py,8
/mnt/workspace-hub/.claude/work-queue/assets/WRK-5082/plan-WRK-1360-3d-cad.md,8
.claude/work-queue/assets/WRK-5100/evidence/gate-evidence-summary.json,8
.claude/work-queue/pending/WRK-691.md,7
.claude/work-queue/assets/WRK-1017/evidence/stage-evidence.yaml,7
.claude/work-queue/pending/WRK-1028.md,7
scripts/work-queue/stages/stage-04-plan-draft.yaml,7
.claude/skills/workspace-hub/stages/stage-05-user-review-plan-draft.md,7
.claude/skills/workspace-hub/resource-intelligence/SKILL.md,7
scripts/cron/update_portfolio_signals.py,7
.claude/work-queue/working/WRK-1046.md,7
.claude/work-queue/pending/WRK-1075.md,7
.claude/work-queue/assets/WRK-1065/evidence/stage-evidence.yaml,7
.claude/work-queue/assets/WRK-1066/evidence/stage-evidence.yaml,7
.claude/work-queue/assets/WRK-1073/evidence/stage-evidence.yaml,7
.claude/work-queue/assets/WRK-1087/evidence/stage-evidence.yaml,7
scripts/work-queue/gate_checks_archive.py,7
.claude/work-queue/assets/WRK-1092/evidence/stage-evidence.yaml,7
.claude/work-queue/assets/WRK-1094/evidence/stage-evidence.yaml,7
.claude/work-queue/pending/WRK-1113.md,7
scripts/skills/skill-coverage-audit.sh,7
scripts/analysis/comprehensive_learning_pipeline.py,7
.claude/work-queue/assets/WRK-1010/evidence/stage-evidence.yaml,7
scripts/ai/wrk_cost_report.py,7
.worktrees/wrk-1132-standards-search/scripts/standards/ingest_standards.py,7
.claude/work-queue/assets/WRK-1130/evidence/stage-evidence.yaml,7
.claude/work-queue/assets/WRK-1142/evidence/stage-evidence.yaml,7
.claude/work-queue/pending/WRK-1151.md,7
specs/wrk/WRK-1113/selection-matrix.md,7
.claude/work-queue/pending/WRK-1156.md,7
.claude/work-queue/assets/WRK-1154/evidence/user-review-publish.yaml,7
.claude/work-queue/assets/WRK-1148/evidence/future-work.yaml,7
.claude/work-queue/working/WRK-1161.md,7
.claude/work-queue/working/WRK-5035.md,7
.claude/work-queue/assets/WRK-5037/evidence/user-review-publish.yaml,7
.claude/work-queue/assets/WRK-1140/evidence/stage-evidence.yaml,7
scripts/data/doc_intelligence/index_builder.py,7
.claude/work-queue/assets/WRK-5038/evidence/user-review-publish.yaml,7
.claude/work-queue/assets/WRK-5039/evidence/user-review-publish.yaml,7
scripts/reporting/calc_report_html.py,7
.claude/work-queue/pending/WRK-1179.md,7
.claude/skills/data/research-literature/SKILL.md,7
scripts/cron/tests/test_nightly_smoke_tests.sh,7
digitalmodel/tests/conftest.py,7
.claude/work-queue/pending/WRK-5085.md,7
tests/work-queue/test_engine_integration.sh,7
.claude/work-queue/working/WRK-1247.md,7
.claude/work-queue/pending/WRK-1256.md,7
