file,count
scripts/analysis/module_status_matrix.py,32
/tmp/issue-1668-revised.md,30
config/scheduled-tasks/schedule-tasks.yaml,27
digitalmodel/tests/reservoir/test_stratigraphic.py,24
scripts/gtm/job-market-scanner.py,22
scripts/monitoring/tests/test_cron_health_check.sh,20
docs/modules/tiers/TIER2_REPOSITORY_INDEX.md,19
tests/analysis/test_module_status_matrix.py,18
scripts/cron/gsd-researcher-nightly.sh,15
scripts/quality/test-health-dashboard.py,15
scripts/document-intelligence/batch-process-standards.py,15
docs/strategy/gtm/job-market-scan/README.md,15
scripts/analysis/repo_architecture_scanner.py,12
docs/plans/2026-04-01-orcawave-orcaflex-intensive-plan.md,11
scripts/analysis/architecture-scanner.py,11
scripts/monitoring/cron-health-check.sh,10
docs/roadmaps/orcawave-orcaflex-capability-roadmap.md,10
.claude/docs/self-learning-workflow.md,9
scripts/cron/setup-cron.sh,9
tests/analysis/test_repo_architecture_scanner.py,9
tests/solver/test_queue_health.py,9
digitalmodel/tests/orcaflex/test_qa.py,9
docs/assessments/hull-library-audit.md,8
scripts/_core/sync-agent-configs.sh,8
docs/ops/scheduled-tasks.md,8
/tmp/issue-1668-body.md,8
scripts/cron/harness-update.sh,8
scripts/maintenance/ai-tools-status.sh,8
digitalmodel/src/digitalmodel/cathodic_protection/__init__.py,8
.claude/hooks/cross-review-gate.sh,7
docs/reports/skill-promotion-audit.md,7
config/agents/hermes/config.yaml.template,7
/tmp/review-prompt-1668.md,7
/tmp/review-comment-1668.md,7
config/agents/hermes/patches/README.md,7
scripts/gtm/weekly-scan-refresh.sh,7
digitalmodel/src/digitalmodel/fatigue/__init__.py,7
digitalmodel/src/digitalmodel/ansys/pressure_vessel.py,7
.claude/skills/workspace-hub/comprehensive-learning/references/pipeline-detail.md,7
.claude/get-shit-done/bin/lib/state.cjs,6
.claude/docs/workspace-structure.md,6
scripts/cron/tests/test_git_safe.sh,6
docs/SKILLS_INDEX.md,6
docs/modules/ai-native/workspace-hub-structure.md,6
tests/data/test_build_online_resource_registry.py,6
scripts/data/build-online-resource-registry.py,6
tests/data/test_download_and_catalog.py,6
digitalmodel/tests/orcaflex/test_report_builder.py,6
digitalmodel/tests/orcaflex/reporting/test_sections.py,6
digitalmodel/tests/orcaflex/test_generate_report.py,6
tests/quality/test_test_health_dashboard.py,6
tests/document-intelligence/test_cross_reference.py,6
digitalmodel/src/digitalmodel/fatigue/sn_library.py,6
digitalmodel/src/digitalmodel/marine_ops/artificial_lift/dynacard/models.py,6
.claude/state/context-compression/oversized-skills.json,5
.github/ISSUE_TEMPLATE/wrk-item.yml,5
/tmp/raw-reviews-comment.md,5
scripts/ai/tests/test_review_routing_gate.py,4
scripts/ai/review_routing_gate.py,4
scripts/ai/review-routing-gate.sh,4
scripts/ai/verify-adversarial-reviews.sh,4
scripts/cron/lib/git-safe.sh,4
scripts/cron/comprehensive-learning-nightly.sh,4
scripts/enforcement/smoke-test-escalation.sh,4
tests/analysis/test_architecture_scanner.py,4
digitalmodel/tests/orcawave/__init__.py,4
digitalmodel/tests/orcawave/test_spec_validation.py,4
digitalmodel/tests/field_development/test_field_development.py,4
digitalmodel/tests/geotechnical/test_geotechnical.py,4
digitalmodel/tests/web/test_source_analysis.py,4
tests/document-intelligence/test_ocr_parser.py,4
digitalmodel/tests/orcaflex/__init__.py,4
config/agents/drift-policy.yaml,4
scripts/cron/harness-update-windows.sh,4
/tmp/checkpoint2-review.md,4
digitalmodel/tests/fatigue/test_scf_library.py,4
digitalmodel/src/digitalmodel/cathodic_protection/pipeline_cp.py,4
digitalmodel/tests/ansys/test_pressure_vessel.py,4
digitalmodel/src/digitalmodel/marine_ops/marine_analysis/catenary/solver.py,4
digitalmodel/src/digitalmodel/marine_ops/marine_engineering/mooring_analysis/catenary_solver.py,4
digitalmodel/src/digitalmodel/marine_ops/marine_engineering/mooring_analysis/catenary_solver_final.py,4
digitalmodel/src/digitalmodel/web/digitaltwinfeed/BuoySALM/BuoySALM.py,4
scripts/cron/tests/test_gsd_researcher_nightly.sh,3
tests/automation/test_gsd_state_snapshot.sh,3
docs/work-queue-workflow.md,3
docs/modules/workflow/SPEC_LOCALITY_POLICY.md,3
docs/plans/2026-04-01-data-intelligence-feature-plan.md,3
scripts/ai/tests/test_review_routing_hook.py,3
docs/standards/AI_REVIEW_ROUTING_POLICY.md,3
docs/BUSINESS_BRAIN.md,3
docs/reports/session-failures-and-refactor-review.md,3
.planning/prompts/session-handoff-2026-04-02-terminal2-doc-staleness.md,3
tests/analysis/__init__.py,3
scripts/analysis/_debug_scan.py,3
scripts/data/connect-web-resources-to-registry.py,3
tests/data/test_generate_domain_resource_views.py,3
scripts/data/generate-domain-resource-views.py,3
tests/data/test_ace_resource_audit.py,3
scripts/data/ace_resource_audit.py,3
scripts/data/research-literature/download_and_catalog.py,3
docs/assessments/document-intelligence-audit.md,3
